"","ccode","idacr","leader","syear","eyear","startdate","enddate","entry","exit","exitcode","yrborn","coup_exit","tenure","coup_entry"
"496",165,"URU","Mendez Manfredini",1976,1981,1976-09-01,1981-09-01,"Irregular","Regular","Regular",1904,0,1826,1
"497",165,"URU","Alvarez Armalino",1981,1985,1981-09-01,1985-03-01,"Irregular","Regular","Regular",1925,0,1277,0
"498",165,"URU","Sanguinetti",1985,1990,1985-03-01,1990-03-01,"Regular","Regular","Regular",1936,0,1826,0
"499",165,"URU","Lacalle de Herrera",1990,1995,1990-03-01,1995-03-01,"Regular","Regular","Regular",1941,0,1826,0
"500",165,"URU","Sanguinetti",1995,2000,1995-03-01,2000-03-01,"Regular","Regular","Regular",1936,0,1827,0
"501",165,"URU","Jorge Batlle",2000,2005,2000-03-02,2005-03-01,"Regular","Regular","Regular",1927,0,1825,0
"502",165,"URU","Tabare Vazquez",2005,2010,2005-03-01,2010-03-01,"Regular","Regular","Regular",1940,0,1826,0
"503",165,"URU","Jose Mujica",2010,2015,2010-03-01,2015-03-01,"Regular","Regular","Regular",1935,0,1826,0
"504",165,"URU","Tabare Vasquez",2015,2015,2015-03-01,2015-12-31,"Regular","Still in Office","Still in Office",1940,0,305,0
"505",200,"UKG","Atlee",1945,1951,1945-07-27,1951-10-26,"Regular","Regular","Regular",1883,0,2282,NA
"506",200,"UKG","Churchill",1951,1955,1951-10-26,1955-04-05,"Regular","Regular","Regular",1874,0,1257,0
"507",200,"UKG","Eden",1955,1957,1955-04-06,1957-01-09,"Regular","Retired Due to Ill Health","Regular",1897,0,644,0
"508",200,"UKG","MacMillan",1957,1963,1957-01-10,1963-10-18,"Regular","Regular","Regular",1894,0,2472,0
"509",200,"UKG","Douglas-Home",1963,1964,1963-10-18,1964-10-16,"Regular","Regular","Regular",1903,0,364,0
"510",200,"UKG","Wilson",1964,1970,1964-10-16,1970-06-19,"Regular","Regular","Regular",1916,0,2072,0
"511",200,"UKG","Heath",1970,1974,1970-06-19,1974-03-04,"Regular","Regular","Regular",1916,0,1354,0
"512",200,"UKG","Wilson",1974,1976,1974-03-04,1976-04-05,"Regular","Regular","Regular",1916,0,763,0
"513",200,"UKG","Callaghan",1976,1979,1976-04-05,1979-05-04,"Regular","Regular","Regular",1912,0,1124,0
"514",200,"UKG","Thatcher",1979,1990,1979-05-04,1990-11-28,"Regular","Regular","Regular",1925,0,4226,0
"515",200,"UKG","Major",1990,1997,1990-11-28,1997-05-02,"Regular","Regular","Regular",1943,0,2347,0
"516",200,"UKG","Blair",1997,2007,1997-05-02,2007-06-27,"Regular","Regular","Regular",1953,0,3708,0
"517",200,"UKG","Brown",2007,2010,2007-06-27,2010-05-11,"Regular","Regular","Regular",1951,0,1049,0
"518",200,"UKG","Cameron",2010,2015,2010-05-11,2015-12-31,"Regular","Still in Office","Still in Office",1966,0,2060,0
"519",205,"IRE","de Valera",1932,1948,1932-03-09,1948-02-18,"Regular","Regular","Regular",1882,0,5824,NA
"520",205,"IRE","Costello",1948,1951,1948-02-18,1951-06-13,"Regular","Regular","Regular",1891,0,1211,0
"521",205,"IRE","de Valera",1951,1954,1951-06-13,1954-06-02,"Regular","Regular","Regular",1882,0,1085,0
"522",205,"IRE","Costello",1954,1957,1954-06-02,1957-03-20,"Regular","Regular","Regular",1891,0,1022,0
"523",205,"IRE","de Valera",1957,1959,1957-03-20,1959-06-23,"Regular","Regular","Regular",1882,0,825,0
"524",205,"IRE","LeMass",1959,1966,1959-06-23,1966-11-10,"Regular","Regular","Regular",1899,0,2697,0
"525",205,"IRE","Lynch",1966,1973,1966-11-10,1973-03-14,"Regular","Regular","Regular",1917,0,2316,0
"526",205,"IRE","Cosgrave, L.",1973,1977,1973-03-14,1977-07-05,"Regular","Regular","Regular",1920,0,1574,0
"527",205,"IRE","Lynch",1977,1979,1977-07-05,1979-12-11,"Regular","Regular","Regular",1917,0,889,0
"528",205,"IRE","Haughey",1979,1981,1979-12-11,1981-06-30,"Regular","Regular","Regular",1925,0,567,0
"529",205,"IRE","Fitzgerald",1981,1982,1981-06-30,1982-03-09,"Regular","Regular","Regular",1926,0,252,0
"530",205,"IRE","Haughey",1982,1982,1982-03-09,1982-12-14,"Regular","Regular","Regular",1925,0,280,0
"531",205,"IRE","Fitzgerald",1982,1987,1982-12-14,1987-03-10,"Regular","Regular","Regular",1926,0,1547,0
"532",205,"IRE","Haughey",1987,1992,1987-03-10,1992-02-11,"Regular","Regular","Regular",1925,0,1799,0
"533",205,"IRE","Reynolds",1992,1994,1992-02-11,1994-12-15,"Regular","Regular","Regular",1935,0,1038,0
"534",205,"IRE","Bruton",1994,1997,1994-12-15,1997-06-26,"Regular","Regular","Regular",1947,0,924,0
"535",205,"IRE","Ahern",1997,2008,1997-06-26,2008-05-07,"Regular","Regular","Regular",1951,0,3968,0
"536",205,"IRE","B. Cowen",2008,2011,2008-05-07,2011-03-09,"Regular","Regular","Regular",1960,0,1036,0
"537",205,"IRE","E. Kenny",2011,2015,2011-03-09,2015-12-31,"Regular","Still in Office","Still in Office",1951,0,1758,0
"538",210,"NTH","Schermerhorn",1945,1946,1945-06-24,1946-05-17,"Regular","Regular","Regular",1894,0,327,NA
"539",210,"NTH","Beel",1946,1948,1946-07-03,1948-07-07,"Regular","Regular","Regular",1902,0,735,0
"540",210,"NTH","Drees",1948,1958,1948-08-07,1958-12-22,"Regular","Regular","Regular",1886,0,3789,0
"541",210,"NTH","Beel",1958,1959,1958-12-22,1959-05-19,"Regular","Regular","Regular",1902,0,148,0
"542",210,"NTH","de Quay",1959,1963,1959-05-19,1963-05-15,"Regular","Regular","Regular",1901,0,1457,0
"543",210,"NTH","Marijnen",1963,1965,1963-07-24,1965-02-26,"Regular","Regular","Regular",1917,0,583,0
"544",210,"NTH","Cals",1965,1966,1965-04-27,1966-10-14,"Regular","Regular","Regular",1914,0,535,0
"545",210,"NTH","Zijlstra",1966,1967,1966-11-22,1967-02-15,"Regular","Regular","Regular",1918,0,85,0
"546",210,"NTH","De Jong",1967,1971,1967-04-03,1971-04-29,"Regular","Regular","Regular",1915,0,1487,0
"547",210,"NTH","Biesheuvel",1971,1973,1971-07-06,1973-05-11,"Regular","Regular","Regular",1920,0,675,0
"548",210,"NTH","den Uyl",1973,1977,1973-05-11,1977-12-19,"Regular","Regular","Regular",1919,0,1683,0
"549",210,"NTH","van Agt",1977,1982,1977-12-19,1982-11-04,"Regular","Regular","Regular",1931,0,1781,0
"550",210,"NTH","Lubbers",1982,1994,1982-11-04,1994-08-22,"Regular","Regular","Regular",1939,0,4309,0
"551",210,"NTH","Kok",1994,2002,1994-08-22,2002-07-22,"Regular","Regular","Regular",1938,0,2891,0
"552",210,"NTH","Jan Peter Balkenende",2002,2010,2002-07-22,2010-10-14,"Regular","Regular","Regular",1956,0,3006,0
"553",210,"NTH","M. Rutte",2010,2015,2010-10-14,2015-12-31,"Regular","Still in Office","Still in Office",1967,0,1904,0
"554",211,"BEL","van Acker",1945,1946,1945-02-11,1946-02-18,"Regular","Regular","Regular",1898,0,372,NA
"555",211,"BEL","Spaak",1946,1946,1946-03-12,1946-03-21,"Regular","Regular","Regular",1899,0,9,0
"556",211,"BEL","van Acker",1946,1946,1946-03-31,1946-07-09,"Regular","Regular","Regular",1898,0,100,0
"557",211,"BEL","Huysman",1946,1947,1946-08-02,1947-03-12,"Regular","Regular","Regular",1871,0,222,0
"558",211,"BEL","Spaak",1947,1949,1947-03-19,1949-06-28,"Regular","Regular","Regular",1899,0,832,0
"559",211,"BEL","Eyskens, G.",1949,1950,1949-08-10,1950-03-18,"Regular","Regular","Regular",1905,0,220,0
"560",211,"BEL","Duvieusart",1950,1950,1950-06-08,1950-08-11,"Regular","Regular","Regular",1900,0,64,0
"561",211,"BEL","Pholien",1950,1952,1950-08-15,1952-01-09,"Regular","Regular","Regular",1884,0,512,0
"562",211,"BEL","van Houtte",1952,1954,1952-01-15,1954-04-12,"Regular","Regular","Regular",1907,0,818,0
"563",211,"BEL","van Acker",1954,1958,1954-04-22,1958-06-02,"Regular","Regular","Regular",1898,0,1502,0
"564",211,"BEL","Eyskens, G.",1958,1961,1958-06-25,1961-03-27,"Regular","Regular","Regular",1905,0,1006,0
"565",211,"BEL","Lefevre",1961,1965,1961-04-25,1965-07-27,"Regular","Regular","Regular",1914,0,1554,0
"566",211,"BEL","Harmel",1965,1966,1965-07-27,1966-02-11,"Regular","Regular","Regular",1911,0,199,0
"567",211,"BEL","Vanden Boeynants",1966,1968,1966-03-19,1968-06-16,"Regular","Regular","Regular",1919,0,820,0
"568",211,"BEL","Eyskens, G.",1968,1973,1968-06-17,1973-01-26,"Regular","Regular","Regular",1905,0,1684,0
"569",211,"BEL","Leburton",1973,1974,1973-01-26,1974-04-24,"Regular","Regular","Regular",1915,0,453,0
"570",211,"BEL","Tindemans",1974,1978,1974-04-25,1978-10-20,"Regular","Regular","Regular",1922,0,1639,0
"571",211,"BEL","Vanden Boeynants",1978,1979,1978-10-20,1979-04-03,"Regular","Regular","Regular",1919,0,165,0
"572",211,"BEL","Martens",1979,1981,1979-04-03,1981-04-06,"Regular","Regular","Regular",1936,0,734,0
"573",211,"BEL","Eyskens, M.",1981,1981,1981-04-06,1981-12-17,"Regular","Regular","Regular",1933,0,255,0
"574",211,"BEL","Martens",1981,1992,1981-12-17,1992-03-07,"Regular","Regular","Regular",1936,0,3733,0
"575",211,"BEL","Dehaene",1992,1999,1992-03-07,1999-07-12,"Regular","Regular","Regular",1940,0,2683,0
"576",211,"BEL","Verhofstadt",1999,2008,1999-07-12,2008-03-20,"Regular","Regular","Regular",1953,0,3174,0
"577",211,"BEL","Leterme",2008,2008,2008-03-20,2008-12-30,"Regular","Regular","Regular",1960,0,285,0
"578",211,"BEL","van Rompuy",2008,2009,2008-12-30,2009-11-25,"Regular","Regular","Regular",1947,0,330,0
"579",211,"BEL","Leterme",2009,2011,2009-11-25,2011-12-06,"Regular","Regular","Regular",1960,0,741,0
"580",211,"BEL","Di Rupo",2011,2014,2011-12-06,2014-10-11,"Regular","Regular","Regular",1951,0,1040,0
"581",211,"BEL","Charles Michel",2014,2015,2014-10-11,2015-12-31,"Regular","Still in Office","Still in Office",1975,0,446,0
"582",212,"LUX","Dupong",1945,1953,1945-05-09,1953-12-22,"Regular","Natural Death","Regular",1885,0,3149,NA
"583",212,"LUX","Bech",1953,1958,1953-12-28,1958-03-26,"Regular","Regular","Regular",1887,0,1549,0
"584",212,"LUX","Frieden",1958,1959,1958-03-31,1959-02-23,"Regular","Natural Death","Regular",1892,0,329,0
"585",212,"LUX","Werner",1959,1974,1959-03-07,1974-05-27,"Regular","Regular","Regular",1913,0,5560,0
"586",212,"LUX","Thorn G.",1974,1979,1974-06-15,1979-07-19,"Regular","Regular","Regular",1928,0,1860,0
"587",212,"LUX","Werner",1979,1984,1979-07-19,1984-07-20,"Regular","Regular","Regular",1913,0,1828,0
"588",212,"LUX","Santer",1984,1995,1984-07-20,1995-01-20,"Regular","Regular","Regular",1937,0,3836,0
"589",212,"LUX","Juncker",1995,2013,1995-01-20,2013-12-04,"Regular","Regular","Regular",1954,0,6893,0
"590",212,"LUX","Xavier Bettel",2013,2015,2013-12-04,2015-12-31,"Regular","Still in Office","Still in Office",1973,0,757,0
"591",220,"FRN","De Gaulle",1944,1946,1944-09-10,1946-01-20,"Regular","Regular","Regular",1890,0,497,NA
"592",220,"FRN","Gouin",1946,1946,1946-01-26,1946-06-12,"Regular","Regular","Regular",1884,0,137,0
"593",220,"FRN","Bidault",1946,1946,1946-06-24,1946-11-28,"Regular","Regular","Regular",1899,0,157,0
"594",220,"FRN","Blum",1946,1947,1946-12-16,1947-01-16,"Regular","Regular","Regular",1872,0,31,0
"595",220,"FRN","Ramadier",1947,1947,1947-01-22,1947-11-19,"Regular","Regular","Regular",1888,0,301,0
"596",220,"FRN","Schuman",1947,1948,1947-11-24,1948-07-19,"Regular","Regular","Regular",1886,0,238,0
"597",220,"FRN","Marie",1948,1948,1948-07-27,1948-08-27,"Regular","Regular","Regular",1897,0,31,0
"598",220,"FRN","Schuman",1948,1948,1948-08-31,1948-09-08,"Regular","Regular","Regular",1886,0,8,0
"599",220,"FRN","Queuille",1948,1949,1948-09-13,1949-10-06,"Regular","Regular","Regular",1884,0,388,0
"600",220,"FRN","Bidault",1949,1950,1949-10-28,1950-06-24,"Regular","Regular","Regular",1899,0,239,0
"601",220,"FRN","Queuille",1950,1950,1950-06-30,1950-07-04,"Regular","Regular","Regular",1884,0,4,0
"602",220,"FRN","Pleven",1950,1951,1950-07-11,1951-02-28,"Regular","Regular","Regular",1901,0,232,0
"603",220,"FRN","Queuille",1951,1951,1951-03-09,1951-07-10,"Regular","Regular","Regular",1884,0,123,0
"604",220,"FRN","Pleven",1951,1952,1951-08-08,1952-01-08,"Regular","Regular","Regular",1901,0,153,0
"605",220,"FRN","Faure",1952,1952,1952-01-18,1952-02-29,"Regular","Regular","Regular",1908,0,42,0
"606",220,"FRN","Pinay",1952,1952,1952-03-07,1952-12-23,"Regular","Regular","Regular",1891,0,291,0
"607",220,"FRN","Mayer",1953,1953,1953-01-07,1953-05-21,"Regular","Regular","Regular",1895,0,134,0
"608",220,"FRN","Laniel",1953,1954,1953-06-26,1954-06-12,"Regular","Regular","Regular",1889,0,351,0
"609",220,"FRN","Mendes-France",1954,1955,1954-06-18,1955-02-05,"Regular","Regular","Regular",1907,0,232,0
"610",220,"FRN","Faure",1955,1956,1955-02-23,1956-01-19,"Regular","Regular","Regular",1908,0,330,0
"611",220,"FRN","Mollet",1956,1957,1956-01-31,1957-06-13,"Regular","Regular","Regular",1905,0,499,0
"612",220,"FRN","Bourges-Maunory",1957,1957,1957-06-13,1957-11-05,"Regular","Regular","Regular",1914,0,145,0
"613",220,"FRN","Gaillard",1957,1958,1957-11-06,1958-05-13,"Regular","Regular","Regular",1919,0,188,0
"614",220,"FRN","Pflimin",1958,1958,1958-05-14,1958-05-31,"Regular","Regular","Regular",1907,0,17,0
"615",220,"FRN","De Gaulle",1958,1969,1958-06-01,1969-04-27,"Regular","Regular","Regular",1890,0,3983,0
"616",220,"FRN","Poher",1969,1969,1969-04-27,1969-06-20,"Regular","Regular","Regular",1909,0,54,0
"617",220,"FRN","Pompidou",1969,1974,1969-06-20,1974-04-02,"Regular","Natural Death","Regular",1911,0,1747,0
"618",220,"FRN","Poher",1974,1974,1974-04-02,1974-05-27,"Regular","Regular","Regular",1909,0,55,0
"619",220,"FRN","Giscard D'Estaing",1974,1981,1974-05-27,1981-05-21,"Regular","Regular","Regular",1926,0,2551,0
"620",220,"FRN","Mitterand",1981,1995,1981-05-21,1995-05-17,"Regular","Regular","Regular",1916,0,5109,0
"621",220,"FRN","Chirac",1995,2007,1995-05-17,2007-05-16,"Regular","Regular","Regular",1932,0,4382,0
"622",220,"FRN","Sarkozy",2007,2012,2007-05-16,2012-05-15,"Regular","Regular","Regular",1955,0,1826,0
"623",220,"FRN","Hollande",2012,2015,2012-05-15,2015-12-31,"Regular","Still in Office","Still in Office",1954,0,1325,0
"624",225,"SWZ","Kobelt",1946,1946,1946-01-01,1946-12-31,"Regular","Regular","Regular",1891,0,364,NA
"625",225,"SWZ","Etter",1947,1947,1947-01-01,1947-12-31,"Regular","Regular","Regular",1891,0,364,0
"626",225,"SWZ","Enrico Celio",1948,1948,1948-01-01,1948-12-31,"Regular","Regular","Regular",1889,0,365,0
"627",225,"SWZ","Nobs",1949,1949,1949-01-01,1949-12-31,"Regular","Regular","Regular",1886,0,364,0
"628",225,"SWZ","Petipierre",1950,1950,1950-01-01,1950-12-31,"Regular","Regular","Regular",1899,0,364,0
"629",225,"SWZ","von Steiger",1951,1951,1951-01-01,1951-12-31,"Regular","Regular","Regular",1881,0,364,0
"630",225,"SWZ","Kobelt",1952,1952,1952-01-01,1952-12-31,"Regular","Regular","Regular",1891,0,365,0
"631",225,"SWZ","Etter",1953,1953,1953-01-01,1953-12-31,"Regular","Regular","Regular",1891,0,364,0
"632",225,"SWZ","Rubattel",1954,1954,1954-01-01,1954-12-31,"Regular","Regular","Regular",1896,0,364,0
"633",225,"SWZ","Petipierre",1955,1955,1955-01-01,1955-12-31,"Regular","Regular","Regular",1899,0,364,0
"634",225,"SWZ","Feldmann",1956,1956,1956-01-01,1956-12-31,"Regular","Regular","Regular",1897,0,365,0
"635",225,"SWZ","Streuli",1957,1957,1957-01-01,1957-12-31,"Regular","Regular","Regular",1892,0,364,0
"636",225,"SWZ","Holenstein",1958,1958,1958-01-01,1958-12-31,"Regular","Regular","Regular",1896,0,364,0
"637",225,"SWZ","Chaudet",1959,1959,1959-01-01,1959-12-31,"Regular","Regular","Regular",1901,0,364,0
"638",225,"SWZ","Petipierre",1960,1960,1960-01-01,1960-12-31,"Regular","Regular","Regular",1899,0,365,0
"639",225,"SWZ","Friedrich",1961,1961,1961-01-01,1961-12-31,"Regular","Regular","Regular",1899,0,364,0
"640",225,"SWZ","Chaudet",1962,1962,1962-01-01,1962-12-31,"Regular","Regular","Regular",1901,0,364,0
"641",225,"SWZ","Spuhler",1963,1963,1963-01-01,1963-12-31,"Regular","Regular","Regular",1902,0,364,0
"642",225,"SWZ","von Moos",1964,1964,1964-01-01,1964-12-31,"Regular","Regular","Regular",1910,0,365,0
"643",225,"SWZ","Tschudi",1965,1965,1965-01-01,1965-12-31,"Regular","Regular","Regular",1923,0,364,0
"644",225,"SWZ","Schaffner",1966,1966,1966-01-01,1966-12-31,"Regular","Regular","Regular",1908,0,364,0
"645",225,"SWZ","Bonvin",1967,1967,1967-01-01,1967-12-31,"Regular","Regular","Regular",1907,0,364,0
"646",225,"SWZ","Spuhler",1968,1968,1968-01-01,1968-12-31,"Regular","Regular","Regular",1902,0,365,0
"647",225,"SWZ","von Moos",1969,1969,1969-01-01,1969-12-31,"Regular","Regular","Regular",1910,0,364,0
"648",225,"SWZ","Tschudi",1970,1970,1970-01-01,1970-12-31,"Regular","Regular","Regular",1923,0,364,0
"649",225,"SWZ","Gnagi",1971,1971,1971-01-01,1971-12-31,"Regular","Regular","Regular",1917,0,364,0
"650",225,"SWZ","Nello Celio",1972,1972,1972-01-01,1972-12-31,"Regular","Regular","Regular",1914,0,365,0
"651",225,"SWZ","Bonvin",1973,1973,1973-01-01,1973-12-31,"Regular","Regular","Regular",1907,0,364,0
"652",225,"SWZ","Brugger",1974,1974,1974-01-01,1974-12-31,"Regular","Regular","Regular",1914,0,364,0
"653",225,"SWZ","Graber",1975,1975,1975-01-01,1975-12-31,"Regular","Regular","Regular",1908,0,364,0
"654",225,"SWZ","Gnagi",1976,1976,1976-01-01,1976-12-31,"Regular","Regular","Regular",1917,0,365,0
"655",225,"SWZ","Furgler",1977,1977,1977-01-01,1977-12-31,"Regular","Regular","Regular",1924,0,364,0
"656",225,"SWZ","Ritschard",1978,1978,1978-01-01,1978-12-31,"Regular","Regular","Regular",1918,0,364,0
"657",225,"SWZ","Hurlimann",1979,1979,1979-01-01,1979-12-31,"Regular","Regular","Regular",1918,0,364,0
"658",225,"SWZ","Chevallaz",1980,1980,1980-01-01,1980-12-31,"Regular","Regular","Regular",1915,0,365,0
"659",225,"SWZ","Furgler",1981,1981,1981-01-01,1981-12-31,"Regular","Regular","Regular",1924,0,364,0
"660",225,"SWZ","Honegger",1982,1982,1982-01-01,1982-12-31,"Regular","Regular","Regular",1917,0,364,0
"661",225,"SWZ","Aubert",1983,1983,1983-01-01,1983-12-31,"Regular","Regular","Regular",1927,0,364,0
"662",225,"SWZ","Schlumpf",1984,1984,1984-01-01,1984-12-31,"Regular","Regular","Regular",1925,0,365,0
"663",225,"SWZ","Furgler",1985,1985,1985-01-01,1985-12-31,"Regular","Regular","Regular",1924,0,364,0
"664",225,"SWZ","Egli",1986,1986,1986-01-01,1986-12-31,"Regular","Regular","Regular",1924,0,364,0
"665",225,"SWZ","Aubert",1987,1987,1987-01-01,1987-12-31,"Regular","Regular","Regular",1927,0,364,0
"666",225,"SWZ","Stich",1988,1988,1988-01-01,1988-12-31,"Regular","Regular","Regular",1927,0,365,0
"667",225,"SWZ","Delamuraz",1989,1989,1989-01-01,1989-12-31,"Regular","Regular","Regular",1936,0,364,0
"668",225,"SWZ","Koller",1990,1990,1990-01-01,1990-12-31,"Regular","Regular","Regular",1933,0,364,0
"669",225,"SWZ","Cotti",1991,1991,1991-01-01,1991-12-31,"Regular","Regular","Regular",1939,0,364,0
"670",225,"SWZ","Felber",1992,1992,1992-01-01,1992-12-31,"Regular","Regular","Regular",1933,0,365,0
"671",225,"SWZ","Ogi",1993,1993,1993-01-01,1993-12-31,"Regular","Regular","Regular",1942,0,364,0
"672",225,"SWZ","Stich",1994,1994,1994-01-01,1994-12-31,"Regular","Regular","Regular",1927,0,364,0
"673",225,"SWZ","Villiger",1995,1995,1995-01-01,1995-12-31,"Regular","Regular","Regular",1941,0,364,0
"674",225,"SWZ","Delamuraz",1996,1996,1996-01-01,1996-12-31,"Regular","Regular","Regular",1936,0,365,0
"675",225,"SWZ","Koller",1997,1997,1997-01-01,1997-12-31,"Regular","Regular","Regular",1933,0,364,0
"676",225,"SWZ","Cotti",1998,1998,1998-01-01,1998-12-31,"Regular","Regular","Regular",1939,0,364,0
"677",225,"SWZ","Dreifuss",1999,1999,1999-01-01,1999-12-31,"Regular","Regular","Regular",1940,0,364,0
"678",225,"SWZ","Ogi",2000,2000,2000-01-01,2000-12-31,"Regular","Regular","Regular",1942,0,365,0
"679",225,"SWZ","Leuenberger",2001,2001,2001-01-01,2001-12-31,"Regular","Regular","Regular",1946,0,364,0
"680",225,"SWZ","Villiger",2002,2002,2002-01-01,2002-12-31,"Regular","Regular","Regular",1941,0,364,0
"681",225,"SWZ","Pascal Couchepin",2003,2003,2003-01-01,2003-12-31,"Regular","Regular","Regular",1942,0,364,0
"682",225,"SWZ","Joseph Deiss",2004,2004,2004-01-01,2004-12-31,"Regular","Regular","Regular",1946,0,365,0
"683",225,"SWZ","Schmid",2005,2005,2005-01-01,2005-12-31,"Regular","Regular","Regular",1947,0,364,0
"684",225,"SWZ","Leuenberger",2006,2006,2006-01-01,2006-12-31,"Regular","Regular","Regular",1946,0,364,0
"685",225,"SWZ","Calmy-Rey",2007,2007,2007-01-01,2007-12-31,"Regular","Regular","Regular",1945,0,364,0
"686",225,"SWZ","Pascal Couchepin",2008,2008,2008-01-01,2008-12-31,"Regular","Regular","Regular",1942,0,365,0
"687",225,"SWZ","Hans-Rudolf Merz",2009,2009,2009-01-01,2009-12-31,"Regular","Regular","Regular",1942,0,364,0
"688",225,"SWZ","Doris Leuthard",2010,2010,2010-01-01,2010-12-31,"Regular","Regular","Regular",1963,0,364,0
"689",225,"SWZ","Calmy-Rey",2011,2011,2011-01-01,2011-12-31,"Regular","Regular","Regular",1945,0,364,0
"690",225,"SWZ","Eveline Widmer-Schlumpf",2012,2012,2012-01-01,2012-12-31,"Regular","Regular","Regular",1956,0,365,0
"691",225,"SWZ","Ueli Maurer",2013,2013,2013-01-01,2013-12-31,"Regular","Regular","Regular",1950,0,364,0
"692",225,"SWZ","Didier Burkhalter",2014,2014,2014-01-01,2014-12-31,"Regular","Regular","Regular",1960,0,364,0
"693",225,"SWZ","Simonetta Sommaruga",2015,2015,2015-01-01,2015-12-31,"Regular","Still in Office","Still in Office",1960,0,364,0
"694",230,"SPN","Franco",1939,1975,1939-04-01,1975-10-30,"Irregular","Natural Death","Regular",1892,0,13361,NA
"695",230,"SPN","Juan Carlos",1975,1975,1975-11-01,1975-11-08,"Regular","Regular","Regular",1928,0,7,0
"696",230,"SPN","Arias Navarro",1975,1976,1975-11-09,1976-07-01,"Regular","Regular","Regular",1908,0,235,0
"697",230,"SPN","Suarez Gonzalez",1976,1981,1976-07-01,1981-02-25,"Regular","Regular","Regular",1932,0,1700,0
"698",230,"SPN","Calvo-Sotelo",1981,1982,1981-02-25,1982-12-02,"Regular","Regular","Regular",1926,0,645,0
"699",230,"SPN","Gonzalez Marquez",1982,1996,1982-12-02,1996-05-05,"Regular","Regular","Regular",1942,0,4903,0
"700",230,"SPN","Aznar",1996,2004,1996-05-05,2004-04-17,"Regular","Regular","Regular",1953,0,2904,0
"701",230,"SPN","Rodriguez Zapatero",2004,2011,2004-04-17,2011-12-20,"Regular","Regular","Regular",1960,0,2803,0
"702",230,"SPN","Rajoy Brey",2011,2015,2011-12-20,2015-12-31,"Regular","Still in Office","Still in Office",1955,0,1472,0
"703",235,"POR","Salazar",1932,1968,1932-07-05,1968-09-16,"Regular","Natural Death","Regular",1889,0,13222,NA
"704",235,"POR","Caetano",1968,1974,1968-09-27,1974-04-25,"Regular","Irregular","Removed by Military, without Foreign Support",1906,1,2036,0
"705",235,"POR","Spinola",1974,1974,1974-04-25,1974-09-30,"Irregular","Regular","Regular",1910,0,158,1
"706",235,"POR","Costa Gomes",1974,1976,1974-09-30,1976-07-23,"Regular","Regular","Regular",1914,0,662,0
"707",235,"POR","Eanes",1976,1986,1976-07-23,1986-03-09,"Regular","Regular","Regular",1935,0,3516,0
"708",235,"POR","Soares",1986,1996,1986-03-09,1996-03-09,"Regular","Regular","Regular",1924,0,3653,0
"709",235,"POR","Sampaio",1996,2006,1996-03-09,2006-03-09,"Regular","Regular","Regular",1939,0,3652,0
"710",235,"POR","Cavaco Silva",2006,2015,2006-03-09,2015-12-31,"Regular","Still in Office","Still in Office",1939,0,3584,0
"711",260,"GFR","Adenauer",1949,1963,1949-09-16,1963-10-15,"Regular","Regular","Regular",1876,0,5142,NA
"712",260,"GFR","Erhard",1963,1966,1963-10-16,1966-12-01,"Regular","Regular","Regular",1897,0,1142,0
"713",260,"GFR","Kiesinger",1966,1969,1966-12-01,1969-10-21,"Regular","Regular","Regular",1904,0,1055,0
"714",260,"GFR","Brandt",1969,1974,1969-10-22,1974-05-06,"Regular","Regular","Regular",1913,0,1657,0
"715",260,"GFR","Schmidt",1974,1982,1974-05-16,1982-10-01,"Regular","Regular","Regular",1918,0,3060,0
"716",260,"GFR","Kohl",1982,1998,1982-10-01,1998-10-27,"Regular","Regular","Regular",1930,0,5870,0
"717",260,"GFR","Schroder",1998,2005,1998-10-27,2005-11-22,"Regular","Regular","Regular",1944,0,2583,0
"718",260,"GFR","Merkel",2005,2015,2005-11-22,2015-12-31,"Regular","Still in Office","Still in Office",1954,0,3691,0
"719",265,"GDR","Wilhelm Pieck",1946,1950,1946-04-22,1950-07-25,"Irregular","Regular","Regular",1876,0,1555,NA
"720",265,"GDR","Ulbricht",1950,1971,1950-07-25,1971-05-03,"Regular","Regular","Regular",1893,0,7587,0
"721",265,"GDR","Honecker",1971,1989,1971-05-03,1989-10-18,"Regular","Regular","Regular",1912,0,6743,0
"722",265,"GDR","Krenz",1989,1989,1989-10-18,1989-12-03,"Regular","Regular","Regular",1937,0,46,0
"723",265,"GDR","Gysi",1989,1990,1989-12-09,1990-10-03,"Regular","Foreign","Irregular, Other",1948,0,298,0
"724",290,"POL","Bierut",1944,1956,1944-12-31,1956-03-12,"Irregular","Natural Death","Regular",1892,0,4089,NA
"725",290,"POL","Ochab",1956,1956,1956-03-20,1956-10-21,"Regular","Regular","Regular",1906,0,215,0
"726",290,"POL","Gomulka",1956,1970,1956-10-21,1970-12-20,"Regular","Irregular","Popular Protest, without Foreign Support",1905,0,5173,0
"727",290,"POL","Gierek",1970,1980,1970-12-20,1980-09-06,"Regular","Natural Death","Regular",1913,0,3548,0
"728",290,"POL","Kania",1980,1981,1980-09-06,1981-10-18,"Regular","Regular","Regular",1927,0,407,0
"729",290,"POL","Jaruzelski",1981,1990,1981-10-18,1990-12-22,"Regular","Regular","Regular",1923,0,3352,0
"730",290,"POL","Walesa",1990,1995,1990-12-22,1995-12-23,"Regular","Regular","Regular",1943,0,1827,0
