"","id","ccode","idacr","year","leader","age","group","tstart","tstop","status","GDP_growth_trend","GDP_pc_log","pop_log","polity5","polstab"
"1",1,40,"CUB",1954,"Batista",53,"A",0,365,0,0.747739777705548,7.76710987819241,6.49979606317154,-9,0
"2",1,40,"CUB",1955,"Batista",53,"A",365,730,0,1.2487075891597,7.79735988253318,6.52297770064609,-9,0
"3",1,40,"CUB",1956,"Batista",53,"A",730,1095,0,2.04926539336258,7.8422112198832,6.54288974065968,-9,0
"4",1,40,"CUB",1957,"Batista",53,"A",1095,1460,0,1.41829990452334,7.88879650952504,6.56186341665886,-9,2
"5",1,40,"CUB",1958,"Batista",53,"A",1460,1758,1,1.08140834939835,7.93261840291232,6.5823062628087,-9,2
"6",3,41,"HAI",1950,"Magloire",43,"B",0,365,0,0.978687402900876,6.60720138561126,5.80026469462577,-5,0
"7",3,41,"HAI",1951,"Magloire",43,"B",365,730,0,2.17387485499737,6.62221757240024,5.81655147956182,-5,0
"8",3,41,"HAI",1952,"Magloire",43,"B",730,1095,0,2.84311983635398,6.64697865354856,5.83275892593474,-5,0
"9",3,41,"HAI",1953,"Magloire",43,"B",1095,1460,0,0.402960374400563,6.65332614790385,5.85066106251599,-5,0
"10",3,41,"HAI",1954,"Magloire",43,"B",1460,1825,0,1.3789236474107,6.67450457201839,5.86782973566017,-5,0
"11",3,41,"HAI",1955,"Magloire",43,"B",1825,2190,0,0.460445512556177,6.68258216950739,5.88564281399462,-5,0
"12",3,41,"HAI",1956,"Magloire",43,"B",2190,2408,1,1.14376012961911,6.69616967650166,5.90010281192654,4,0
"13",4,41,"HAI",1961,"Duvalier, Francois",54,"A",0,365,0,1.02227128213318,6.56441672305165,5.97960702371878,-7,0
"14",4,41,"HAI",1962,"Duvalier, Francois",54,"A",365,730,0,-0.742146353248123,6.59426296963054,6.00679394913926,-7,0
"15",4,41,"HAI",1963,"Duvalier, Francois",54,"A",730,1095,0,0.294400120983554,6.58801271767867,6.02668447933798,-7,0
"16",4,41,"HAI",1964,"Duvalier, Francois",54,"A",1095,1460,0,2.25874211014541,6.58286688978428,6.05067876300472,-7,0
"17",4,41,"HAI",1965,"Duvalier, Francois",54,"A",1460,1825,0,-0.115562157541461,6.58213732096583,6.06792314722694,-7,0
"18",4,41,"HAI",1966,"Duvalier, Francois",54,"A",1825,2190,0,-1.46772354376719,6.58803612255061,6.09197255838685,-7,0
"19",4,41,"HAI",1967,"Duvalier, Francois",54,"A",2190,2555,0,-300.793365238117,6.58257484927023,6.11227854032379,-7,0
"20",4,41,"HAI",1968,"Duvalier, Francois",54,"A",2555,2920,0,-227.588143583019,6.60206672519781,6.12981462370433,-7,0
"21",4,41,"HAI",1969,"Duvalier, Francois",54,"A",2920,3285,0,4.44898172795844,6.63151549317071,6.14831230084507,-7,0
"22",4,41,"HAI",1970,"Duvalier, Francois",54,"A",3285,3476,0,2.49547749341518,6.66756093559771,6.16805303455407,-7,0
"23",5,41,"HAI",1986,"Namphy",54,"B",0,365,0,1.30615905601405,7.13151703916586,6.50040940333899,-7,0
"24",5,41,"HAI",1987,"Namphy",54,"B",365,730,0,0.0920631824880691,7.13223953115517,6.52172361238241,-7,0
"25",6,41,"HAI",1988,"Avril",50,"B",0,365,0,1.18817305844705,7.13815722430485,6.53856520361368,-7,0
"26",6,41,"HAI",1989,"Avril",50,"B",365,539,1,-0.675130904289182,7.13418542352715,6.55597121232326,-7,0
"27",7,41,"HAI",1991,"Cedras",42,"B",0,365,0,0.847103813585773,7.18817177091119,6.60531551213312,-7,1
"28",7,41,"HAI",1992,"Cedras",42,"B",365,730,0,-2.16335245442475,7.15072028094478,6.62045180152089,-7,0
"29",7,41,"HAI",1993,"Cedras",42,"B",730,1095,0,-8.09876440316577,7.10039673529404,6.64016598780623,-7,0
"30",7,41,"HAI",1994,"Cedras",42,"B",1095,1110,1,2.10297801192953,7.04764243090956,6.65353764046177,6,0
"31",8,42,"DOM",1952,"Rafel Trujillo",61,"A",0,365,0,1.40590601315729,6.3600097598172,5.59708031866059,-9,0
"32",8,42,"DOM",1953,"Rafel Trujillo",61,"A",365,730,0,0.567996687106164,6.37390835354062,5.62180205750232,-9,0
"33",8,42,"DOM",1954,"Rafel Trujillo",61,"A",730,1095,0,1.80187830537387,6.42515423444455,5.65422801849004,-9,0
"34",8,42,"DOM",1955,"Rafel Trujillo",61,"A",1095,1460,0,1.49807920446926,6.46980985015027,5.68378382814951,-9,0
"35",8,42,"DOM",1956,"Rafel Trujillo",61,"A",1460,1825,0,2.00143469876133,6.5420222916976,5.7177511238836,-9,0
"36",8,42,"DOM",1957,"Rafel Trujillo",61,"A",1825,2190,0,1.2383648976406,6.61105129789321,5.7567100994646,-9,0
"37",8,42,"DOM",1958,"Rafel Trujillo",61,"A",2190,2555,0,0.563738036184078,6.64649830124636,5.78582011420618,-9,0
"38",8,42,"DOM",1959,"Rafel Trujillo",61,"A",2555,2920,0,0.659026275083747,6.68579228054108,5.81939426597777,-9,0
"39",8,42,"DOM",1960,"Rafel Trujillo",61,"A",2920,3209,1,1.28811208334124,6.74725078972475,5.85757880599516,-9,0
"40",9,42,"DOM",1961,"Balaguer",54,"B",0,232,1,0.85245016218017,6.78613664682122,5.88774435205509,-3,0
"41",10,42,"DOM",1962,"Filiberto Bonnelly",58,"B",0,365,0,2.44683437749931,6.89653759537663,5.93178088869659,-3,0
"42",10,42,"DOM",1963,"Filiberto Bonnelly",58,"B",365,404,0,0.96648858920157,6.96494341460261,5.96888145790772,-3,0
"43",11,42,"DOM",2016,"Medina",65,"A",0,365,0,1.08766198888551,9.65581299900939,7.00671153105195,7,0
"44",11,42,"DOM",2017,"Medina",65,"A",365,730,0,0.824054375921372,9.71012638283666,7.01572229476523,7,0
"45",11,42,"DOM",2018,"Medina",65,"A",730,1095,0,0.750331549726172,9.75809402501084,7.02498971974341,7,0
"46",12,90,"GUA",1963,"Peralta Azurdia",55,"B",0,365,0,1.92436359422084,7.28046025271549,6.18359409789302,-5,0
"47",12,90,"GUA",1964,"Peralta Azurdia",55,"B",365,730,0,0.985275754397182,7.33079831936437,6.21086309464132,-5,0
"48",12,90,"GUA",1965,"Peralta Azurdia",55,"B",730,1095,0,0.748052448461859,7.37184835024316,6.23556691981341,-5,0
"49",12,90,"GUA",1966,"Peralta Azurdia",55,"B",1095,1188,0,0.944640381391109,7.4224561841361,6.26077195973257,3,5
"50",13,90,"GUA",1982,"Rios Montt",56,"B",0,365,0,-0.53478174231493,8.16742491288727,6.64039334695234,-7,5
"51",13,90,"GUA",1983,"Rios Montt",56,"B",365,503,1,-0.669952300797563,8.16099670442729,6.66546585965815,-7,5
"52",14,90,"GUA",1983,"Mejia Victores",53,"B",0,365,0,-0.669952300797563,8.16099670442729,6.66546585965815,-7,5
"53",14,90,"GUA",1984,"Mejia Victores",53,"B",365,730,0,-0.985154297219988,8.16568743560281,6.69548489989871,-6,5
"54",14,90,"GUA",1985,"Mejia Victores",53,"B",730,890,0,-1.12408077775194,8.17255381431246,6.71834505686167,3,5
"55",15,91,"HON",1956,"Hector Caraccioli",34,"B",0,365,0,4.67158771154581,6.03571107122754,5.21053478316428,-1,0
"56",15,91,"HON",1957,"Hector Caraccioli",34,"B",365,426,0,1.608126011169,6.07243835963037,5.24031742225005,-1,1
"57",16,91,"HON",1963,"Lopez Arellano",42,"B",0,365,0,1.17071796073968,6.30056191639336,5.4431274153317,-1,0
"58",16,91,"HON",1964,"Lopez Arellano",42,"B",365,730,0,1.30771553772523,6.35517840963138,5.47507346486911,-1,0
"59",16,91,"HON",1965,"Lopez Arellano",42,"B",730,1095,0,1.41094169513584,6.42073406859631,5.51216988962134,-1,0
"60",16,91,"HON",1966,"Lopez Arellano",42,"B",1095,1460,0,0.889344982067858,6.46945029679844,5.54234923009899,-1,0
"61",16,91,"HON",1967,"Lopez Arellano",42,"B",1460,1825,0,0.933899022028303,6.52214426743382,5.57816256073155,-1,0
"62",16,91,"HON",1968,"Lopez Arellano",42,"B",1825,2190,0,0.879012419211136,6.57125124185529,5.60970619994445,-1,0
"63",16,91,"HON",1969,"Lopez Arellano",42,"B",2190,2555,0,0.380526533965626,6.59064164952613,5.63913372522149,-1,2
"64",16,91,"HON",1970,"Lopez Arellano",42,"B",2555,2803,0,0.595868995559094,6.61497623903251,5.66836252942494,-1,1
"65",17,91,"HON",1972,"Lopez Arellano",51,"B",0,365,0,1.82639304798598,6.69993128177576,5.72666532052494,-1,1
"66",17,91,"HON",1973,"Lopez Arellano",51,"B",365,730,0,1.47527612172767,6.75329088328453,5.75006473475676,-1,1
"67",17,91,"HON",1974,"Lopez Arellano",51,"B",730,869,1,0.414182283737143,6.77265580041036,5.75412381608027,-1,1
"68",18,91,"HON",2009,"Micheletti",61,"B",0,213,0,0.249530791403806,8.14283045092096,6.74414987713403,7,0
"69",19,91,"HON",2018,"Hernández",50,"A",0,365,0,0.631981620037648,8.4823934433795,6.90635529946797,7,0
"70",20,92,"SAL",1961,"Portillo",47,"B",0,365,0,1.34784271708417,5.99969805853504,5.60663627706894,-3,0
"71",21,92,"SAL",1979,"Majano Ramos",41,"B",0,365,0,-0.439363782906252,6.92773632173388,6.10761513994322,6,6
"72",21,92,"SAL",1980,"Majano Ramos",41,"B",365,419,1,-2.57708588651012,6.85985097232505,6.11694455162077,6,6
"73",22,93,"NIC",1955,"Anastasio Somoza Garcia",59,"A",0,365,0,0.614952325158318,6.43992209262023,5.04988164794645,-8,0
"74",22,93,"NIC",1956,"Anastasio Somoza Garcia",59,"A",365,492,1,0.465250418048097,6.47149585570056,5.07930900354531,-8,0
"75",23,93,"NIC",1973,"Anastasio Somoza Debayle",48,"A",0,365,0,2.15736629747102,7.4116970634003,5.61437185815552,-8,0
"76",23,93,"NIC",1974,"Anastasio Somoza Debayle",48,"A",365,730,0,1.58831563861458,7.48387694939079,5.64703574077031,-8,0
"77",23,93,"NIC",1975,"Anastasio Somoza Debayle",48,"A",730,1095,0,0.416762500816399,7.50898232702863,5.67475866261521,-8,0
"78",23,93,"NIC",1976,"Anastasio Somoza Debayle",48,"A",1095,1460,0,0.923153294533905,7.56084735838393,5.71094674984022,-8,0
"79",23,93,"NIC",1977,"Anastasio Somoza Debayle",48,"A",1460,1825,0,0.688870989345457,7.5954888322694,5.74993424067735,-8,0
"80",23,93,"NIC",1978,"Anastasio Somoza Debayle",48,"A",1825,2190,0,-2.32003625985401,7.50327695143263,5.77143800786037,-8,3
"81",23,93,"NIC",1979,"Anastasio Somoza Debayle",48,"A",2190,2268,1,-1304.18891716167,7.31541530981737,5.78263678415658,-3,3
"82",24,93,"NIC",2012,"Daniel Ortega",67,"A",0,365,0,1.66350265494776,7.89984860347219,6.44787463895058,9,0
"83",24,93,"NIC",2013,"Daniel Ortega",67,"A",365,730,0,1.06721161712102,7.94681888763412,6.45878959214796,9,0
"84",24,93,"NIC",2014,"Daniel Ortega",67,"A",730,1095,0,1.03395337013687,7.99675417336091,6.4735140822322,9,0
"85",24,93,"NIC",2015,"Daniel Ortega",67,"A",1095,1460,0,1.13631051254314,8.05163120346134,6.48878539044281,9,0
"86",24,93,"NIC",2016,"Daniel Ortega",67,"A",1460,1825,0,0.939266695612543,8.0992296016745,6.50022153271667,6,0
"87",24,93,"NIC",2017,"Daniel Ortega",67,"A",1825,2190,0,0.714627462992441,8.13579982026823,6.5113396009884,6,0
"88",24,93,"NIC",2018,"Daniel Ortega",67,"A",2190,2555,0,-0.379985008240038,8.11759762380333,6.51941568849591,6,0
"89",26,95,"PAN",1978,"Torrijos Herrera",49,"A",0,365,0,3.30796324486109,7.1101057446582,5.29849735034998,-6,0
"90",26,95,"PAN",1979,"Torrijos Herrera",49,"A",365,730,0,1.77284927857503,7.17255273468361,5.32260501910438,-6,0
"91",26,95,"PAN",1980,"Torrijos Herrera",49,"A",730,1023,0,1.93581941048699,7.26665554505389,5.34901523370397,-6,0
"92",27,100,"COL",1953,"Rojas Pinillia",53,"B",0,365,0,1.71086702952711,8.53996063498419,7.21938871375642,-5,5
"93",27,100,"COL",1954,"Rojas Pinillia",53,"B",365,730,0,1.28924224791971,8.60711725574402,7.25609397273836,-5,5
"94",27,100,"COL",1955,"Rojas Pinillia",53,"B",730,1095,0,0.533190784873366,8.640914118406,7.2839906640296,-5,5
"95",27,100,"COL",1956,"Rojas Pinillia",53,"B",1095,1427,1,0.506397826519718,8.66962840066487,7.31323572030608,-5,5
"96",28,100,"COL",2006,"Alvaro Uribe Velez",54,"A",0,365,0,1.43393143035854,10.6967375688463,8.41622656403308,7,4
"97",28,100,"COL",2007,"Alvaro Uribe Velez",54,"A",365,730,0,1.16184620657161,10.7574377938327,8.43261978561283,7,4
"98",28,100,"COL",2008,"Alvaro Uribe Velez",54,"A",730,1095,0,0.945633737982845,10.8132401774938,8.44422973328717,7,4
"99",28,100,"COL",2009,"Alvaro Uribe Velez",54,"A",1095,1460,0,0.444292585337638,10.8404040630205,8.45309425364774,7,4
"100",29,101,"VEN",1949,"Delgado Chalbaud",39,"B",365,719,1,0.851266256269619,8.0538295485874,6.25697002663569,-3,0
"101",30,101,"VEN",1953,"Perez Jimenez",39,"A",0,365,0,0.740683870553256,8.42584230326218,6.43151785998052,-3,0
"102",30,101,"VEN",1954,"Perez Jimenez",39,"A",365,730,0,0.990581461000673,8.51356722554025,6.47349864420123,-3,0
"103",30,101,"VEN",1955,"Perez Jimenez",39,"A",730,1095,0,0.917173199213648,8.5904505304556,6.51398946644582,-3,0
"104",30,101,"VEN",1956,"Perez Jimenez",39,"A",1095,1460,0,1.06624988589212,8.67520719897341,6.5569090294381,-3,0
"105",30,101,"VEN",1957,"Perez Jimenez",39,"A",1460,1532,1,1.02166221187728,8.76006579869287,6.60234362898095,-3,0
"106",31,101,"VEN",2009,"Hugo Chavez",55,"A",0,365,0,-0.0682983390096142,10.5910076054684,7.98996172474432,-3,0
"107",31,101,"VEN",2010,"Hugo Chavez",55,"A",365,730,0,0.799243162375243,10.6348188996051,8.00680713769185,-3,0
"108",31,101,"VEN",2011,"Hugo Chavez",55,"A",730,1095,0,1.4067841649548,10.6862327659717,8.02393010612052,-3,0
"109",31,101,"VEN",2012,"Hugo Chavez",55,"A",1095,1127,0,0.843262634623588,10.7114255186562,8.04088235348164,-3,0
"110",32,115,"SUR",1980,"Bouterse",34,"B",0,365,0,-0.828652893294532,5.68187763926815,3.63645394006017,-1,0
"111",32,115,"SUR",1981,"Bouterse",34,"B",365,730,0,2.7202297849591,5.69393413860139,3.64194506692472,-1,0
"112",32,115,"SUR",1982,"Bouterse",34,"B",730,1095,0,1.68530072704819,5.67522523734767,3.64066037684333,-6,0
"113",32,115,"SUR",1983,"Bouterse",34,"B",1095,1460,0,0.913172550590099,5.66268266377078,3.6464676548569,-6,0
"114",32,115,"SUR",1984,"Bouterse",34,"B",1460,1825,0,1.06240082449626,5.65597782470806,3.65107373937804,-6,0
"115",32,115,"SUR",1985,"Bouterse",34,"B",1825,2190,0,-2.23285292281192,5.68363758879624,3.67053725986607,-6,0
"116",32,115,"SUR",1986,"Bouterse",34,"B",2190,2555,0,0.639782638105425,5.6855336395994,3.6819051903766,-6,1
"117",32,115,"SUR",1987,"Bouterse",34,"B",2555,2721,0,-2.76393270904761,5.6638697888117,3.69456327058223,-1,1
"118",33,130,"ECU",1961,"Arosemena Monroy",42,"B",0,365,0,0.950082423506393,7.59731302522354,6.21082896649011,1,0
"119",33,130,"ECU",1962,"Arosemena Monroy",42,"B",365,611,1,0.864981930318218,7.64087337199472,6.24186911714894,1,0
"120",34,130,"ECU",1963,"Castro",48,"B",0,365,0,0.757984620610919,7.67710070982723,6.26678869903711,-6,0
"121",34,130,"ECU",1964,"Castro",48,"B",365,730,0,1.26659908210447,7.72914262829875,6.29920656668753,-6,0
"122",34,130,"ECU",1965,"Castro",48,"B",730,992,1,1.13198218628852,7.77876743384131,6.32906471879977,-6,0
"123",35,130,"ECU",1972,"Rodriguez Lara",49,"B",0,365,0,1.06896173395808,8.12943970244023,6.52208544520194,-5,0
"124",35,130,"ECU",1973,"Rodriguez Lara",49,"B",365,730,0,1.61970676850976,8.22185199595545,6.5542723779067,-5,0
"125",35,130,"ECU",1974,"Rodriguez Lara",49,"B",730,1095,0,1.6331191134286,8.3320133135118,6.588908595668,-5,0
"126",35,130,"ECU",1975,"Rodriguez Lara",49,"B",1095,1426,1,1.02808895252663,8.42116169152312,6.61907804485453,-5,0
"127",36,130,"ECU",1976,"Poveda Burbano",50,"B",0,365,0,0.843272089536781,8.50380962976505,6.65000993087785,-5,0
"128",36,130,"ECU",1977,"Poveda Burbano",50,"B",365,730,0,0.519030989380755,8.55372953564217,6.67488835855699,-5,0
"129",36,130,"ECU",1978,"Poveda Burbano",50,"B",730,1095,0,0.667418756231378,8.60375686820309,6.69983033496849,-5,0
"130",36,130,"ECU",1979,"Poveda Burbano",50,"B",1095,1307,0,0.797306396388289,8.65267677727096,6.72490158062597,9,0
"131",37,130,"ECU",2011,"Rafael Correa",48,"A",0,365,0,1.83389525801846,9.6284688928766,7.38571467700651,5,0
"132",37,130,"ECU",2012,"Rafael Correa",48,"A",365,730,0,1.28406646883201,9.68520106158385,7.4003395360501,5,0
"133",37,130,"ECU",2013,"Rafael Correa",48,"A",730,1095,0,0.943277197465843,9.73783088194405,7.41679991773542,5,0
"134",37,130,"ECU",2014,"Rafael Correa",48,"A",1095,1460,0,0.612870460895348,9.77472551130961,7.4340128159032,5,0
"135",37,130,"ECU",2015,"Rafael Correa",48,"A",1460,1825,0,0.0136267044733529,9.77540659356081,7.44754962801587,5,0
"136",37,130,"ECU",2016,"Rafael Correa",48,"A",1825,2190,0,-0.136673527678721,9.7711925381381,7.46230683675174,5,0
"137",37,130,"ECU",2017,"Rafael Correa",48,"A",2190,2321,0,1.68066317275076,9.79009380111237,7.47822678693358,5,0
"138",38,135,"PER",1949,"Odria",51,"B",365,580,0,1.00448055448879,7.7459214290692,6.67497166117779,-6,0
"139",39,135,"PER",1962,"Perez Godoy",57,"B",0,227,1,1.06377695149128,8.3804839547899,7.01564688871709,-6,0
"140",40,135,"PER",1968,"Velasco Alvarado",58,"B",0,365,0,0.389326852153274,8.70719832048707,7.18565591881664,-7,0
"141",40,135,"PER",1969,"Velasco Alvarado",58,"B",365,730,0,0.865674626656775,8.74557929649922,7.2138581420805,-7,0
"142",40,135,"PER",1970,"Velasco Alvarado",58,"B",730,1095,0,1.55893973971296,8.80022863498966,7.24181102681614,-7,0
"143",40,135,"PER",1971,"Velasco Alvarado",58,"B",1095,1460,0,1.15155099384223,8.84465841497726,7.26897030115107,-7,0
"144",40,135,"PER",1972,"Velasco Alvarado",58,"B",1460,1825,0,0.822658859621154,8.88252301361026,7.29563330366325,-7,0
"145",40,135,"PER",1973,"Velasco Alvarado",58,"B",1825,2190,0,1.37611506226134,8.94484683644314,7.32780287719971,-7,0
"146",40,135,"PER",1974,"Velasco Alvarado",58,"B",2190,2521,1,1.35844624060654,9.00985309302553,7.35863852315154,-7,0
"147",41,135,"PER",1975,"Morales Bermudez",54,"B",0,365,0,0.557319252259538,9.04095746862767,7.38084601321203,-7,0
"148",41,135,"PER",1976,"Morales Bermudez",54,"B",365,730,0,0.415212192560631,9.06327552821184,7.40723578963827,-7,0
"149",41,135,"PER",1977,"Morales Bermudez",54,"B",730,1095,0,0.00544518129881965,9.06349572133518,7.42899013818947,-7,0
"150",41,135,"PER",1978,"Morales Bermudez",54,"B",1095,1460,0,0.804542498675257,9.07797469963568,7.45520999131087,7,0
"151",41,135,"PER",1979,"Morales Bermudez",54,"B",1460,1794,0,3.74903432099227,9.12362167942301,7.48357338333052,7,0
"152",42,135,"PER",1995,"Fujimori",57,"A",0,365,0,1.46946395447897,9.4593090065888,7.84720886860228,-1,4
"153",42,135,"PER",1996,"Fujimori",57,"A",365,730,0,0.564515683988682,9.5069270058826,7.86546929656476,-1,3
"154",42,135,"PER",1997,"Fujimori",57,"A",730,1095,0,0.612950652489286,9.55567005109359,7.88649146806301,-1,3
"155",42,135,"PER",1998,"Fujimori",57,"A",1095,1460,0,0.259685920460641,9.57199938478311,7.89995872491177,-1,0
"156",42,135,"PER",1999,"Fujimori",57,"A",1460,1825,0,0.258336220050066,9.58186923815179,7.91398945180881,-1,0
"157",42,135,"PER",2000,"Fujimori",57,"A",1825,1944,0,0.847798968542067,9.60321144037712,7.92516474285655,9,0
"158",43,140,"BRA",1954,"Cafe Filho",55,"B",0,365,0,1.18417365994467,9.53038207795862,8.74238791763215,5,0
"159",43,140,"BRA",1955,"Cafe Filho",55,"B",365,441,0,0.947387078169936,9.58936040449397,8.76954037511053,5,0
"160",44,140,"BRA",2000,"Cardoso",69,"A",0,365,0,3.12105491098893,12.0158744855827,9.83297103875269,8,0
"161",44,140,"BRA",2001,"Cardoso",69,"A",365,730,0,1.03842303996025,12.0246393501152,9.84765893647599,8,0
"162",44,140,"BRA",2002,"Cardoso",69,"A",730,1095,0,2.49510857212305,12.0494713077923,9.85930836644931,8,0
"163",44,140,"BRA",2003,"Cardoso",69,"A",1095,1096,0,1.14085933237637,12.0719227130779,9.86924956496189,8,0
"164",45,145,"BOL",1951,"Ballivian Rojas",49,"B",0,331,1,-2.7801573105326,6.58849172004155,5.7268770631184,-5,0
"165",46,145,"BOL",1964,"Barrientos Ortuna",45,"B",0,365,0,1.05671213190383,6.75328971625113,6.01538857172735,-4,0
"166",46,145,"BOL",1965,"Barrientos Ortuna",45,"B",365,425,0,1.11050394706223,6.81261678443905,6.03849602283395,-4,0
"167",47,145,"BOL",1969,"Ovando Candia",51,"B",0,365,0,0.784802943997169,6.97721604099124,6.1155035290179,-4,0
"168",47,145,"BOL",1970,"Ovando Candia",51,"B",365,375,1,1.13605873329623,7.01505151991434,6.13919250247023,-5,0
"169",48,145,"BOL",1970,"Torres",49,"B",0,319,1,1.13605873329623,7.01505151991434,6.13919250247023,-5,0
"170",49,145,"BOL",1971,"Banzer Suarez",45,"B",0,365,0,1.70844831629067,7.06321766956913,6.16026172708205,-7,0
"171",49,145,"BOL",1972,"Banzer Suarez",45,"B",365,730,0,1.22558491661405,7.11221089350181,6.18030439692959,-7,0
"172",49,145,"BOL",1973,"Banzer Suarez",45,"B",730,1095,0,1.46126557944284,7.17732047745686,6.20412736693147,-7,0
"173",49,145,"BOL",1974,"Banzer Suarez",45,"B",1095,1460,0,1.25997551287212,7.24504361107826,6.22973707611458,-7,0
"174",49,145,"BOL",1975,"Banzer Suarez",45,"B",1460,1825,0,0.784384463825348,7.29291835511236,6.24726113769719,-7,0
"175",49,145,"BOL",1976,"Banzer Suarez",45,"B",1825,2190,0,0.820561291043944,7.34264131575005,6.26958101469006,-7,0
"176",49,145,"BOL",1977,"Banzer Suarez",45,"B",2190,2525,1,0.599257957914365,7.3760524530611,6.29100416517553,-7,0
"177",50,145,"BOL",1978,"Padilla Aranciba",51,"B",0,257,0,0.497168610139952,7.39801547659486,6.31212674685435,-4,0
"178",51,145,"BOL",1981,"Torrelio Villa",48,"B",0,348,1,0.63232010102128,7.43405417188308,6.37977671439819,-7,0
"179",52,145,"BOL",2011,"Juan Morales",52,"A",0,365,0,1.15434336530951,8.53087516488379,6.9850477466719,7,0
"180",52,145,"BOL",2012,"Juan Morales",52,"A",365,730,0,1.27793796103137,8.60133101035642,7.00422569454348,7,0
"181",52,145,"BOL",2013,"Juan Morales",52,"A",730,1095,0,0.971714410341428,8.66405957649856,7.02196393414493,7,0
"182",52,145,"BOL",2014,"Juan Morales",52,"A",1095,1460,0,0.75601181556879,8.71414503505832,7.03819038304877,7,0
"183",52,145,"BOL",2015,"Juan Morales",52,"A",1460,1825,0,0.790962026836354,8.76279795051467,7.05493140735812,7,0
"184",52,145,"BOL",2016,"Juan Morales",52,"A",1825,2190,0,0.869223996990473,8.80976160622875,7.0683849249071,7,0
"185",52,145,"BOL",2017,"Juan Morales",52,"A",2190,2555,0,1.23348023681183,8.86933768836031,7.08309334117528,7,0
"186",52,145,"BOL",2018,"Juan Morales",52,"A",2555,2920,0,0.769319654797215,8.9093827007576,7.09350345819399,7,0
"187",53,150,"PAR",1949,"Molas Lopez",48,"B",0,196,1,38.0213489439164,5.7569313796663,5.00446965890529,-5,0
"188",54,150,"PAR",1949,"Chavez",67,"B",0,365,0,38.0213489439164,5.7569313796663,5.00446965890529,-5,0
"189",54,150,"PAR",1950,"Chavez",67,"B",365,730,0,1.9174725356166,5.78535017278663,5.05097717337963,-5,0
"190",54,150,"PAR",1951,"Chavez",67,"B",730,1095,0,1.68364716415116,5.83394193871396,5.09212311094252,-5,0
"191",54,150,"PAR",1952,"Chavez",67,"B",1095,1460,0,0.0413170266876826,5.83569630973963,5.11949567806371,-5,0
"192",54,150,"PAR",1953,"Chavez",67,"B",1460,1699,1,0.259956585192377,5.84263675885747,5.14637757424016,-5,0
"193",55,150,"PAR",1967,"Stroessner",55,"A",0,365,0,1.33929126742457,6.37465677936675,5.50406243828558,-8,0
"194",55,150,"PAR",1968,"Stroessner",55,"A",365,730,0,0.99755287508577,6.4236527253569,5.53001621670464,-8,0
"195",55,150,"PAR",1969,"Stroessner",55,"A",730,1095,0,1.0114730736294,6.47156082381207,5.55434621999791,-8,0
"196",55,150,"PAR",1970,"Stroessner",55,"A",1095,1460,0,1.29426470237186,6.53795167292803,5.58154704177353,-8,0
"197",55,150,"PAR",1971,"Stroessner",55,"A",1460,1825,0,1.175476758206,6.6016783878065,5.6091530630766,-8,0
"198",55,150,"PAR",1972,"Stroessner",55,"A",1825,2190,0,1.09278387601724,6.66638792836665,5.63329563060492,-8,0
"199",55,150,"PAR",1973,"Stroessner",55,"A",2190,2555,0,1.01151282874826,6.73205455601653,5.66039121016451,-8,0
"200",55,150,"PAR",1974,"Stroessner",55,"A",2555,2920,0,1.11107063302718,6.80369059004476,5.68327700042097,-8,0
"201",55,150,"PAR",1975,"Stroessner",55,"A",2920,3285,0,1.04053257327293,6.87366888263753,5.70683780238521,-8,0
"202",55,150,"PAR",1976,"Stroessner",55,"A",3285,3650,0,1.09387137006546,6.94901333841227,5.72980753248035,-8,0
"203",55,150,"PAR",1977,"Stroessner",55,"A",3650,4015,0,1.46252529944784,7.05309554657349,5.75372435629676,-8,0
"204",55,150,"PAR",1978,"Stroessner",55,"A",4015,4380,0,1.25727720565631,7.15668508854068,5.77849098073904,-8,0
"205",55,150,"PAR",1979,"Stroessner",55,"A",4380,4745,0,0.948780511373317,7.24648781634078,5.80450223866443,-8,0
"206",55,150,"PAR",1980,"Stroessner",55,"A",4745,5110,0,1.03938156026672,7.34937936663508,5.83286732940083,-8,0
"207",55,150,"PAR",1981,"Stroessner",55,"A",5110,5475,0,0.85011163868892,7.43396200478643,5.86251691868073,-8,0
"208",55,150,"PAR",1982,"Stroessner",55,"A",5475,5840,0,0.179190808043255,7.45117025386511,5.88643730924028,-8,0
"209",55,150,"PAR",1983,"Stroessner",55,"A",5840,6205,0,-0.0511227052790563,7.44751698686914,5.91255661200311,-8,0
"210",55,150,"PAR",1984,"Stroessner",55,"A",6205,6570,0,0.614575135470674,7.46819187282135,5.94048962308784,-8,0
"211",55,150,"PAR",1985,"Stroessner",55,"A",6570,6935,0,3.31232892351552,7.50568312561115,5.9705804852722,-8,0
"212",55,150,"PAR",1986,"Stroessner",55,"A",6935,7300,0,1.28527043015977,7.52915991831868,6.00002529908207,-8,0
"213",55,150,"PAR",1987,"Stroessner",55,"A",7300,7665,0,1.59237748027754,7.57219532452902,6.0256799661888,-8,0
"214",55,150,"PAR",1988,"Stroessner",55,"A",7665,7878,1,1.83995096957719,7.6351420374138,6.05706968670578,-8,0
"215",56,150,"PAR",1989,"Rodriguez Pedotti",65,"B",0,365,0,1.56214519076202,7.70195792174091,6.08810111959176,2,0
